行政區,路名,段號及其他註明,經度,緯度,導航頁面
信義區,信義路,5段100號之1號,121.564567,25.032758,"https://www.google.com.tw/maps/dir//25.032758,121.564567"
信義區,信義路,5段108號(公車站牌1),121.567456,25.0326914,"https://www.google.com.tw/maps/dir//25.0326914,121.567456"
信義區,信義路,5段126號,121.569081,25.0326291,"https://www.google.com.tw/maps/dir//25.0326291,121.569081"
信義區,信義路,5段15號(信義廣場停車場入口),121.566517,25.033045,"https://www.google.com.tw/maps/dir//25.033045,121.566517"
信義區,信義路,5段15號,121.56704,25.033007,"https://www.google.com.tw/maps/dir//25.033007,121.56704"
信義區,松德路,300號,121.574507,25.0323563,"https://www.google.com.tw/maps/dir//25.0323563,121.574507"
信義區,基隆路,2段131之22號,121.556278,25.0273456,"https://www.google.com.tw/maps/dir//25.0273456,121.556278"
信義區,忠孝東路,5段588號,121.580389,25.042222,"https://www.google.com.tw/maps/dir//25.042222,121.580389"
信義區,松山路,655號旁,121.58078,25.03409,"https://www.google.com.tw/maps/dir//25.03409,121.58078"
信義區,忠孝東路,5段723號對面(公車站旁),121.58077,25.04264,"https://www.google.com.tw/maps/dir//25.04264,121.58077"
信義區,松仁路,32號,121.568354,25.0388399,"https://www.google.com.tw/maps/dir//25.0388399,121.568354"
信義區,松仁路,寒舍艾美酒店前2,121.567474,25.039011,"https://www.google.com.tw/maps/dir//25.039011,121.567474"
信義區,松仁路,南山大樓門口步道兩側,121.568249,25.034726,"https://www.google.com.tw/maps/dir//25.034726,121.568249"
信義區,市府路,世貿1館8號牌前,121.563432,25.0343891,"https://www.google.com.tw/maps/dir//25.0343891,121.563432"
信義區,市府路,世貿1館9號牌前,121.563441,25.0344195,"https://www.google.com.tw/maps/dir//25.0344195,121.563441"
信義區,松山路,650巷15弄18之18號前,121.57895,25.03182,"https://www.google.com.tw/maps/dir//25.03182,121.57895"
信義區,松山路,657號對面永春波濕地,121.57993,25.03368,"https://www.google.com.tw/maps/dir//25.03368,121.57993"
信義區,松山路,640號旁對面,121.579194,25.0329088,"https://www.google.com.tw/maps/dir//25.0329088,121.579194"
信義區,基隆路,二段119號,121.557122,25.0284996,"https://www.google.com.tw/maps/dir//25.0284996,121.557122"
信義區,基隆路,一段133號,121.566414,25.044174,"https://www.google.com.tw/maps/dir//25.044174,121.566414"
中山區,北安路,524號對面,121.546367,25.079964,"https://www.google.com.tw/maps/dir//25.079964,121.546367"
中山區,北安路,522號對面,121.546324,25.079954,"https://www.google.com.tw/maps/dir//25.079954,121.546324"
中山區,北安路,47號對面(圓山大飯店公車站),121.528178,25.077282,"https://www.google.com.tw/maps/dir//25.077282,121.528178"
中山區,北安路,85號對面,121.529984,25.078437,"https://www.google.com.tw/maps/dir//25.078437,121.529984"
中山區,敬業三路,劍南捷運站3號出口,121.556241,25.084532,"https://www.google.com.tw/maps/dir//25.084532,121.556241"
中山區,北安路,劍南捷運站2號出口,121.555088,25.084906,"https://www.google.com.tw/maps/dir//25.084906,121.555088"
中山區,北安路,空軍司令部公車站 西往東方向,121.540343,25.079409,"https://www.google.com.tw/maps/dir//25.079409,121.540343"
中山區,敬業三路,樂群三路公車站(交叉口),121.556246,25.083016,"https://www.google.com.tw/maps/dir//25.083016,121.556246"
中山區,北安路,87巷口對面，中央廣播電台公車站,121.530061,25.078082,"https://www.google.com.tw/maps/dir//25.078082,121.530061"
中山區,北安路,807號前(國防示範樂隊),121.554713,25.085303,"https://www.google.com.tw/maps/dir//25.085303,121.554713"
中山區,北安路,670巷(大直加油站公車站),121.550119,25.083976,"https://www.google.com.tw/maps/dir//25.083976,121.550119"
中山區,明水路,樂群二路口(明水路口公車站，西往東方向),121.552498,25.079915,"https://www.google.com.tw/maps/dir//25.079915,121.552498"
中山區,北安路,大直高中公車站，西往東方向,121.54224,25.079508,"https://www.google.com.tw/maps/dir//25.079508,121.54224"
中山區,植福路,8號對面,121.554751,25.0839369,"https://www.google.com.tw/maps/dir//25.0839369,121.554751"
中山區,民生東路,一段36號公車站牌右側,121.524401,25.058033,"https://www.google.com.tw/maps/dir//25.058033,121.524401"
中山區,新生北路,二段林森公園站牌前,121.527328,25.053371,"https://www.google.com.tw/maps/dir//25.053371,121.527328"
中山區,南京東路,一段公車專用道(單號邊)-1,121.525722,25.05211,"https://www.google.com.tw/maps/dir//25.05211,121.525722"
中山區,林森北路,14號公園西側,121.525526,25.053471,"https://www.google.com.tw/maps/dir//25.053471,121.525526"
中山區,林森北路,15號公園東側,121.525313,25.053368,"https://www.google.com.tw/maps/dir//25.053368,121.525313"
中山區,南京東路,一段公車專用道(單號邊)-2,121.525725,25.05211,"https://www.google.com.tw/maps/dir//25.05211,121.525725"
中山區,南京東路,一段公車專用道(雙號邊)-1,121.525092,25.052094,"https://www.google.com.tw/maps/dir//25.052094,121.525092"
中山區,南京東路,一段公車專用道(雙號邊)-2,121.525096,25.052094,"https://www.google.com.tw/maps/dir//25.052094,121.525096"
中山區,南京東路,一段1號,121.522835,25.052328,"https://www.google.com.tw/maps/dir//25.052328,121.522835"
中山區,南京東路,一段92號,121.525877,25.052,"https://www.google.com.tw/maps/dir//25.052,121.525877"
中山區,南京東路,一段40號,121.524132,25.052054,"https://www.google.com.tw/maps/dir//25.052054,121.524132"
中山區,南京東路,一段林森北路口,121.525308,25.052211,"https://www.google.com.tw/maps/dir//25.052211,121.525308"
中山區,中山北路,二段長春路口,121.522878,25.055052,"https://www.google.com.tw/maps/dir//25.055052,121.522878"
中山區,長安東路,一段29號,121.524422,25.049273,"https://www.google.com.tw/maps/dir//25.049273,121.524422"
中山區,中山北路,與林森北路口西北角,121.5244,25.048713,"https://www.google.com.tw/maps/dir//25.048713,121.5244"
中山區,林森北路,40號,121.524181,25.048144,"https://www.google.com.tw/maps/dir//25.048144,121.524181"
中山區,林森北路,欣欣百貨,121.525493,25.054036,"https://www.google.com.tw/maps/dir//25.054036,121.525493"
中山區,中山北路,二段63號,121.522916,25.056587,"https://www.google.com.tw/maps/dir//25.056587,121.522916"
中山區,中山北路,二段28號,121.522531,25.054051,"https://www.google.com.tw/maps/dir//25.054051,121.522531"
中山區,中山北路,與長安東路口東南角,121.521771,25.049682,"https://www.google.com.tw/maps/dir//25.049682,121.521771"
中山區,中山北路,一段114-1號,121.521794,25.050525,"https://www.google.com.tw/maps/dir//25.050525,121.521794"
中山區,中山北路,二段52號,121.522676,25.056345,"https://www.google.com.tw/maps/dir//25.056345,121.522676"
中山區,中山北路,一段130號,121.522047,25.051205,"https://www.google.com.tw/maps/dir//25.051205,121.522047"
中山區,中山北路,二段79號,121.522994,25.058149,"https://www.google.com.tw/maps/dir//25.058149,121.522994"
中山區,中山北路,二段111號前,121.523057,25.060237,"https://www.google.com.tw/maps/dir//25.060237,121.523057"
中山區,市民大道,捷運R1出口,121.519721,25.048476,"https://www.google.com.tw/maps/dir//25.048476,121.519721"
中山區,民生東路,二段141號,121.533832,25.05806,"https://www.google.com.tw/maps/dir//25.05806,121.533832"
中山區,民權東路,二段107號前(西向公車道)1,121.532957,25.06257,"https://www.google.com.tw/maps/dir//25.06257,121.532957"
中山區,松江路,328號,121.533081,25.061039,"https://www.google.com.tw/maps/dir//25.061039,121.533081"
中山區,民權東路,二段107號前(西向公車道)2,121.533025,25.062512,"https://www.google.com.tw/maps/dir//25.062512,121.533025"
中山區,民權東路,二段69-1號,121.53157,25.06265,"https://www.google.com.tw/maps/dir//25.06265,121.53157"
中山區,民權東路,二段46號前(東向公車道)1,121.530216,25.062521,"https://www.google.com.tw/maps/dir//25.062521,121.530216"
中山區,民權東路,二段21號前(西向公車道)1,121.529057,25.062652,"https://www.google.com.tw/maps/dir//25.062652,121.529057"
中山區,民權東路,二段21號前(西向公車道)2,121.529059,25.062652,"https://www.google.com.tw/maps/dir//25.062652,121.529059"
中山區,民權東路,二段1號,121.528036,25.062726,"https://www.google.com.tw/maps/dir//25.062726,121.528036"
中山區,民權東路,二段46號前(東向公車道)2,121.530214,25.062521,"https://www.google.com.tw/maps/dir//25.062521,121.530214"
中山區,松江路,臨487號外迴轉道,121.534301,25.067114,"https://www.google.com.tw/maps/dir//25.067114,121.534301"
中山區,松江路,309號,121.533308,25.061744,"https://www.google.com.tw/maps/dir//25.061744,121.533308"
中山區,松江路,錦洲街(公車道北往南)1,121.53313,25.060379,"https://www.google.com.tw/maps/dir//25.060379,121.53313"
中山區,松江路,錦洲街(公車道北往南)2,121.53315,25.060379,"https://www.google.com.tw/maps/dir//25.060379,121.53315"
中山區,松江路,民權東路二段(公車道南往北)1,121.533254,25.062338,"https://www.google.com.tw/maps/dir//25.062338,121.533254"
中山區,民權東路,三段建國北路口(東向西公車道)1,121.537454,25.0624,"https://www.google.com.tw/maps/dir//25.0624,121.537454"
中山區,民權東路,三段建國北路口(東向西公車道)2,121.537456,25.0624,"https://www.google.com.tw/maps/dir//25.0624,121.537456"
中山區,民權東路,二段145號,121.535682,25.062549,"https://www.google.com.tw/maps/dir//25.062549,121.535682"
中山區,民權東路,二段(殯儀館前),121.535865,25.062535,"https://www.google.com.tw/maps/dir//25.062535,121.535865"
中山區,民權東路,二段建國北路口(西向東公車道)1,121.536617,25.062413,"https://www.google.com.tw/maps/dir//25.062413,121.536617"
中山區,民權東路,二段建國北路口(西向東公車道)2,121.536619,25.062413,"https://www.google.com.tw/maps/dir//25.062413,121.536619"
中山區,民權東路,三段與龍江路口(西向東公車道)-1,121.540485,25.062331,"https://www.google.com.tw/maps/dir//25.062331,121.540485"
中山區,民權東路,三段與龍江路交叉口(西往東),121.540682,25.062323,"https://www.google.com.tw/maps/dir//25.062323,121.540682"
中山區,建國北路,二段107號,121.537222,25.059304,"https://www.google.com.tw/maps/dir//25.059304,121.537222"
中山區,民權東路,三段與復興北路口(西向東公車道二),121.543931,25.062246,"https://www.google.com.tw/maps/dir//25.062246,121.543931"
中山區,民權東路,三段(榮星花園二),121.540244,25.062502,"https://www.google.com.tw/maps/dir//25.062502,121.540244"
中山區,民權東路,三段與復興北路口(西向東公車道一),121.543933,25.062246,"https://www.google.com.tw/maps/dir//25.062246,121.543933"
中山區,復興北路,268號,121.54404,25.058387,"https://www.google.com.tw/maps/dir//25.058387,121.54404"
中山區,民權東路,三段與龍江路口(西向東公車道)-2,121.540487,25.062331,"https://www.google.com.tw/maps/dir//25.062331,121.540487"
中山區,建國北路,二段216號,121.53672,25.060633,"https://www.google.com.tw/maps/dir//25.060633,121.53672"
中山區,建國北路,二段147號,121.537259,25.061643,"https://www.google.com.tw/maps/dir//25.061643,121.537259"
中山區,民權東路,二段與松江路口(東向西公車道)(二),121.533408,25.062533,"https://www.google.com.tw/maps/dir//25.062533,121.533408"
中山區,松江路,485號,121.533384,25.06722,"https://www.google.com.tw/maps/dir//25.06722,121.533384"
中山區,民權東路,二段143號,121.535226,25.062564,"https://www.google.com.tw/maps/dir//25.062564,121.535226"
中山區,建國北路,二段131號,121.537238,25.060175,"https://www.google.com.tw/maps/dir//25.060175,121.537238"
中山區,民權東路,三段(榮星公園一),121.54056,25.062463,"https://www.google.com.tw/maps/dir//25.062463,121.54056"
中山區,復興北路,386號,121.544022,25.06006,"https://www.google.com.tw/maps/dir//25.06006,121.544022"
中山區,民權東路,三段與龍江路口(東向西公車道)(三),121.541004,25.062417,"https://www.google.com.tw/maps/dir//25.062417,121.541004"
中山區,民權東路,三段(榮星公園五),121.540872,25.062456,"https://www.google.com.tw/maps/dir//25.062456,121.540872"
中山區,民權東路,三段(榮星公園四),121.538313,25.062514,"https://www.google.com.tw/maps/dir//25.062514,121.538313"
中山區,民權東路,三段(榮星花園三),121.539223,25.062514,"https://www.google.com.tw/maps/dir//25.062514,121.539223"
中山區,民權東路,二段迴轉道(民權建國高架),121.537072,25.060318,"https://www.google.com.tw/maps/dir//25.060318,121.537072"
中山區,民權東路,二段與松江路口(東向西公車道)(一),121.533567,25.062522,"https://www.google.com.tw/maps/dir//25.062522,121.533567"
中山區,建國北路,一段10巷2號,121.536382,25.046613,"https://www.google.com.tw/maps/dir//25.046613,121.536382"
中山區,渭水路,3巷旁,121.533556,25.045737,"https://www.google.com.tw/maps/dir//25.045737,121.533556"
中山區,松江路,民權東路二段(公車道南往北)2,121.533256,25.062338,"https://www.google.com.tw/maps/dir//25.062338,121.533256"
中山區,松江路,1號,121.53304,25.045874,"https://www.google.com.tw/maps/dir//25.045874,121.53304"
中山區,長安東路,二段118-5號(建國北路上),121.536441,25.048262,"https://www.google.com.tw/maps/dir//25.048262,121.536441"
中山區,南京東路,三段26號,121.538272,25.051892,"https://www.google.com.tw/maps/dir//25.051892,121.538272"
中山區,南京東路,二段206號,121.535396,25.051916,"https://www.google.com.tw/maps/dir//25.051916,121.535396"
中山區,南京東路,二段38號(對面公車專用道上),121.529539,25.05203,"https://www.google.com.tw/maps/dir//25.05203,121.529539"
中山區,松江路,85號,121.533097,25.050176,"https://www.google.com.tw/maps/dir//25.050176,121.533097"
中山區,松江路,43號(對面公車專用道上),121.532999,25.048005,"https://www.google.com.tw/maps/dir//25.048005,121.532999"
中山區,松江路,51號(對面公車專用道上),121.532908,25.048595,"https://www.google.com.tw/maps/dir//25.048595,121.532908"
中山區,松江路,89號,121.53311,25.050559,"https://www.google.com.tw/maps/dir//25.050559,121.53311"
中山區,南京東路,松江路路口 (對面公車專用道上),121.532743,25.0521535,"https://www.google.com.tw/maps/dir//25.0521535,121.532743"
中山區,松江路,54號（對面公車專用道),121.532904,25.048638,"https://www.google.com.tw/maps/dir//25.048638,121.532904"
中山區,松江路,60號（對面公車專用道）,121.532912,25.048929,"https://www.google.com.tw/maps/dir//25.048929,121.532912"
中山區,松江路,111號（對面公車專用道）,121.533016,25.051471,"https://www.google.com.tw/maps/dir//25.051471,121.533016"
中山區,松江路,97巷口(對面公車專用道),121.533089,25.051678,"https://www.google.com.tw/maps/dir//25.051678,121.533089"
中山區,南京東路,三段222號,121.543616,25.051819,"https://www.google.com.tw/maps/dir//25.051819,121.543616"
中山區,南京東路,二段208號(對面公車專用道上),121.535862,25.051954,"https://www.google.com.tw/maps/dir//25.051954,121.535862"
中山區,龍江路,55巷16號,121.541346,25.049516,"https://www.google.com.tw/maps/dir//25.049516,121.541346"
中山區,復興北路,40號,121.543863,25.049405,"https://www.google.com.tw/maps/dir//25.049405,121.543863"
中山區,南京東路,建國北路口 (對面公車專用道上),121.536577,25.0520941,"https://www.google.com.tw/maps/dir//25.0520941,121.536577"
中山區,南京東路,吉林路路口（對面公車專用道上）,121.529749,25.052011,"https://www.google.com.tw/maps/dir//25.052011,121.529749"
中山區,南京東路,二段110號(對面公車專用道上),121.532234,25.051967,"https://www.google.com.tw/maps/dir//25.051967,121.532234"
中山區,南京東路,三段198號(對面公車專用道上),121.542921,25.051828,"https://www.google.com.tw/maps/dir//25.051828,121.542921"
中山區,南京東路,三段98號(對面公車專用道上),121.53984,25.051896,"https://www.google.com.tw/maps/dir//25.051896,121.53984"
中山區,南京東路,復興北路口 (對面公車專用道上),121.543508,25.051827,"https://www.google.com.tw/maps/dir//25.051827,121.543508"
中山區,南京東路,二段98號,121.531651,25.051918,"https://www.google.com.tw/maps/dir//25.051918,121.531651"
中山區,松江路,156號對面(公車專用道候車亭),121.533006,25.054532,"https://www.google.com.tw/maps/dir//25.054532,121.533006"
中山區,松江路,209號,121.533245,25.05726,"https://www.google.com.tw/maps/dir//25.05726,121.533245"
中山區,松江路,206號對面公車專用道,121.533115,25.057616,"https://www.google.com.tw/maps/dir//25.057616,121.533115"
中山區,松江路,122號對面(公車專用道候車亭),121.532939,25.052449,"https://www.google.com.tw/maps/dir//25.052449,121.532939"
中山區,松江路,156之1號(長春路公車專用道),121.533065,25.054604,"https://www.google.com.tw/maps/dir//25.054604,121.533065"
中山區,松江路,長春路口公車專用道-1,121.533076,25.055168,"https://www.google.com.tw/maps/dir//25.055168,121.533076"
中山區,松江路,長春路口公車專用道-2,121.533087,25.05491,"https://www.google.com.tw/maps/dir//25.05491,121.533087"
中山區,長春路,建國北路口二段交叉口(橋下東北側),121.536933,25.054769,"https://www.google.com.tw/maps/dir//25.054769,121.536933"
中山區,建國北路,二段與民生東路三段交叉口(橋下東南側),121.537209,25.05778,"https://www.google.com.tw/maps/dir//25.05778,121.537209"
中山區,松江路,158號對面(公車專用道候車亭),121.533029,25.054967,"https://www.google.com.tw/maps/dir//25.054967,121.533029"
中山區,松江路,204巷對面(公車專用道候車亭),121.533141,25.057494,"https://www.google.com.tw/maps/dir//25.057494,121.533141"
中山區,南京東路,二段與吉林路交叉口公車專用道,121.529989,25.0518929,"https://www.google.com.tw/maps/dir//25.0518929,121.529989"
中山區,南京東路,三段65號,121.538414,25.052111,"https://www.google.com.tw/maps/dir//25.052111,121.538414"
中山區,松江路,124巷對面(公車專用道),121.532984,25.052305,"https://www.google.com.tw/maps/dir//25.052305,121.532984"
中山區,南京東路,二段63號(公車專用)對面,121.530129,25.052147,"https://www.google.com.tw/maps/dir//25.052147,121.530129"
中山區,南京東路,龍江路口 (對面公車專用道上),121.540533,25.051889,"https://www.google.com.tw/maps/dir//25.051889,121.540533"
中山區,南京東路,二段111號(公車專用)對面-1,121.533225,25.052055,"https://www.google.com.tw/maps/dir//25.052055,121.533225"
中山區,南京東路,二段111號(公車專用)對面-2,121.533227,25.052055,"https://www.google.com.tw/maps/dir//25.052055,121.533227"
中山區,南京東路,三段1號(公車專用)對面-1,121.537157,25.052036,"https://www.google.com.tw/maps/dir//25.052036,121.537157"
中山區,南京東路,三段1號(公車專用)對面-2,121.537159,25.052036,"https://www.google.com.tw/maps/dir//25.052036,121.537159"
中山區,南京東路,三段131號(公車專用)對面-1,121.540572,25.051952,"https://www.google.com.tw/maps/dir//25.051952,121.540572"
中山區,南京東路,三段131號(公車專用)對面-2,121.540574,25.051952,"https://www.google.com.tw/maps/dir//25.051952,121.540574"
中山區,南京東路,2段65號,121.530493,25.052212,"https://www.google.com.tw/maps/dir//25.052212,121.530493"
中山區,南京東路,2段87號,121.531815,25.052193,"https://www.google.com.tw/maps/dir//25.052193,121.531815"
中山區,南京東路,三段103號前,121.539564,25.052104,"https://www.google.com.tw/maps/dir//25.052104,121.539564"
中山區,南京東路,三段217號前,121.543092,25.051971,"https://www.google.com.tw/maps/dir//25.051971,121.543092"
中山區,復興北路,大同大樓公車亭旁,121.543896,25.052486,"https://www.google.com.tw/maps/dir//25.052486,121.543896"
中山區,南京東路,三段223巷口,121.543468,25.051956,"https://www.google.com.tw/maps/dir//25.051956,121.543468"
中山區,南京東路,三段133號,121.541322,25.05204,"https://www.google.com.tw/maps/dir//25.05204,121.541322"
中山區,南京東路,三段與遼寧街口（近南京東路三段133號),121.541969,25.051996,"https://www.google.com.tw/maps/dir//25.051996,121.541969"
中山區,松江路,139號（公車站旁）,121.5332,25.055367,"https://www.google.com.tw/maps/dir//25.055367,121.5332"
中山區,南京東路,3段29號,121.537726,25.052123,"https://www.google.com.tw/maps/dir//25.052123,121.537726"
中山區,民族東路,1號側海霸王,121.523017,25.068488,"https://www.google.com.tw/maps/dir//25.068488,121.523017"
中山區,民族東路,憲兵隊前,121.52569,25.068461,"https://www.google.com.tw/maps/dir//25.068461,121.52569"
中山區,民族西路,(足球場側)東往西中山足球場公車站牌,121.520128,25.068553,"https://www.google.com.tw/maps/dir//25.068553,121.520128"
中山區,民族東路,圓山消防隊旁公車站牌,121.529119,25.068384,"https://www.google.com.tw/maps/dir//25.068384,121.529119"
中山區,民族東路,新生公園游泳池前公車站牌,121.531254,25.068351,"https://www.google.com.tw/maps/dir//25.068351,121.531254"
中山區,松江路,民族東路口,121.532988,25.068321,"https://www.google.com.tw/maps/dir//25.068321,121.532988"
中山區,濱江街,5號,121.529235,25.07109,"https://www.google.com.tw/maps/dir//25.07109,121.529235"
中山區,玉門街,(足球場側)南往北1號圓山捷運站牌-1,121.520373,25.071541,"https://www.google.com.tw/maps/dir//25.071541,121.520373"
中山區,玉門街,(足球場側)南往北1號圓山捷運站牌-2,121.520362,25.071494,"https://www.google.com.tw/maps/dir//25.071494,121.520362"
中山區,中山北路,一段108號,121.52139,25.049715,"https://www.google.com.tw/maps/dir//25.049715,121.52139"
中山區,中山北路,二段128巷口,121.522689,25.061734,"https://www.google.com.tw/maps/dir//25.061734,121.522689"
中山區,中山北路,三段花博公園,121.523232,25.069283,"https://www.google.com.tw/maps/dir//25.069283,121.523232"
中山區,中山北路,三段美術公園口,121.523556,25.070642,"https://www.google.com.tw/maps/dir//25.070642,121.523556"
中山區,中山北路,三段(圓山公園側)62號側-1,121.523936,25.072717,"https://www.google.com.tw/maps/dir//25.072717,121.523936"
中山區,中山北路,三段(圓山公園側)62號側-2,121.523938,25.072717,"https://www.google.com.tw/maps/dir//25.072717,121.523938"
中山區,中山北路,三段與民族西路交叉口海霸王對面,121.522721,25.068534,"https://www.google.com.tw/maps/dir//25.068534,121.522721"
中山區,民權西路,(公車專用道)西往東1號對面-1,121.522232,25.062662,"https://www.google.com.tw/maps/dir//25.062662,121.522232"
中山區,民權西路,(公車專用道)西往東1號對面-2,121.522234,25.062662,"https://www.google.com.tw/maps/dir//25.062662,121.522234"
中山區,民權東路,一段1號公車道(東往西)-1,121.522819,25.062872,"https://www.google.com.tw/maps/dir//25.062872,121.522819"
中山區,民權東路,一段1號公車道(東往西)-2,121.522821,25.062872,"https://www.google.com.tw/maps/dir//25.062872,121.522821"
中山區,中山北路,三段雙號(美術館公車站牌),121.523235,25.070137,"https://www.google.com.tw/maps/dir//25.070137,121.523235"
中山區,民權東路,中山國小捷運站3號出口,121.527327,25.062524,"https://www.google.com.tw/maps/dir//25.062524,121.527327"
中山區,中山北路,二段137巷口,121.522999,25.061738,"https://www.google.com.tw/maps/dir//25.061738,121.522999"
中山區,中山北路,三段單號(美術館公車站牌)-1,121.523945,25.072079,"https://www.google.com.tw/maps/dir//25.072079,121.523945"
中山區,中山北路,三段單號(美術館公車站牌)-2,121.523947,25.072079,"https://www.google.com.tw/maps/dir//25.072079,121.523947"
中山區,中山北路,三段40號前,121.522393,25.067189,"https://www.google.com.tw/maps/dir//25.067189,121.522393"
中山區,民權東路,一段69號公車道(東往西)-1,121.525404,25.062609,"https://www.google.com.tw/maps/dir//25.062609,121.525404"
中山區,民權東路,一段65號公車道-1,121.525389,25.06261,"https://www.google.com.tw/maps/dir//25.06261,121.525389"
中山區,民權東路,一段69號公車道(東往西)-2,121.525406,25.062609,"https://www.google.com.tw/maps/dir//25.062609,121.525406"
中山區,民權東路,一段65號公車道-2,121.525391,25.06261,"https://www.google.com.tw/maps/dir//25.06261,121.525391"
中山區,建國北路,二段與南京東路二段交叉口(橋下西北側),121.53658,25.05212,"https://www.google.com.tw/maps/dir//25.05212,121.53658"
中山區,建國北路,二段與長春路交叉口(橋下西南側),121.53699,25.05474,"https://www.google.com.tw/maps/dir//25.05474,121.53699"
中山區,建國北路,三段113巷33號,121.537309,25.063797,"https://www.google.com.tw/maps/dir//25.063797,121.537309"
中山區,錦州街,臨306號-1,121.536965,25.060279,"https://www.google.com.tw/maps/dir//25.060279,121.536965"
中山區,松江路,361號,121.533316,25.063651,"https://www.google.com.tw/maps/dir//25.063651,121.533316"
中山區,復興北路,324號,121.544051,25.059473,"https://www.google.com.tw/maps/dir//25.059473,121.544051"
中山區,樂群二路,明水路口(明水路公車站，東往西方向),121.55254,25.080052,"https://www.google.com.tw/maps/dir//25.080052,121.55254"
中山區,明水路,325號前(北安國中公車站，東往西方向),121.541474,25.077667,"https://www.google.com.tw/maps/dir//25.077667,121.541474"
大安區,仁愛路,4段449號,121.55736,25.037926,"https://www.google.com.tw/maps/dir//25.037926,121.55736"
大安區,仁愛路,4段403號,121.555656,25.037846,"https://www.google.com.tw/maps/dir//25.037846,121.555656"
大安區,仁愛路,4段387號,121.555129,25.037984,"https://www.google.com.tw/maps/dir//25.037984,121.555129"
大安區,仁愛路,4段325號,121.553102,25.03802,"https://www.google.com.tw/maps/dir//25.03802,121.553102"
大安區,仁愛路,4段325號,121.553135,25.037909,"https://www.google.com.tw/maps/dir//25.037909,121.553135"
大安區,仁愛路,4段151號,121.551633,25.037942,"https://www.google.com.tw/maps/dir//25.037942,121.551633"
大安區,仁愛路,4段137號,121.550887,25.038067,"https://www.google.com.tw/maps/dir//25.038067,121.550887"
大安區,仁愛路,4段85號,121.548088,25.038411,"https://www.google.com.tw/maps/dir//25.038411,121.548088"
大安區,仁愛路,4段79號,121.547507,25.038009,"https://www.google.com.tw/maps/dir//25.038009,121.547507"
大安區,仁愛路,4段37號,121.546244,25.038164,"https://www.google.com.tw/maps/dir//25.038164,121.546244"
大安區,仁愛路,4段3號,121.543921,25.038073,"https://www.google.com.tw/maps/dir//25.038073,121.543921"
大安區,仁愛路,4段1號,121.543998,25.038204,"https://www.google.com.tw/maps/dir//25.038204,121.543998"
大安區,光復南路,180巷口,121.557556,25.042567,"https://www.google.com.tw/maps/dir//25.042567,121.557556"
大安區,光復南路,286號,121.557491,25.039578,"https://www.google.com.tw/maps/dir//25.039578,121.557491"
大安區,安和路,1段16號,121.550114,25.039024,"https://www.google.com.tw/maps/dir//25.039024,121.550114"
大安區,忠孝東路,4段4號,121.544045,25.041485,"https://www.google.com.tw/maps/dir//25.041485,121.544045"
大安區,忠孝東路,4段128號,121.547824,25.041386,"https://www.google.com.tw/maps/dir//25.041386,121.547824"
大安區,忠孝東路,4段162號,121.550338,25.041345,"https://www.google.com.tw/maps/dir//25.041345,121.550338"
大安區,忠孝東路,4段212號,121.552802,25.041314,"https://www.google.com.tw/maps/dir//25.041314,121.552802"
大安區,忠孝東路,4段226號,121.55371,25.041302,"https://www.google.com.tw/maps/dir//25.041302,121.55371"
大安區,忠孝東路,4段300號,121.556131,25.041227,"https://www.google.com.tw/maps/dir//25.041227,121.556131"
大安區,忠孝東路,4段325號,121.556227,25.041501,"https://www.google.com.tw/maps/dir//25.041501,121.556227"
大安區,忠孝東路,4段233號,121.553523,25.041577,"https://www.google.com.tw/maps/dir//25.041577,121.553523"
大安區,忠孝東路,4段219號,121.552396,25.041602,"https://www.google.com.tw/maps/dir//25.041602,121.552396"
大安區,忠孝東路,4段167號,121.550184,25.041643,"https://www.google.com.tw/maps/dir//25.041643,121.550184"
大安區,忠孝東路,4段71號,121.546501,25.041748,"https://www.google.com.tw/maps/dir//25.041748,121.546501"
大安區,忠孝東路,4段3號,121.544096,25.041771,"https://www.google.com.tw/maps/dir//25.041771,121.544096"
大安區,敦化南路,1段179號,121.549146,25.042854,"https://www.google.com.tw/maps/dir//25.042854,121.549146"
大安區,敦化南路,1段245號,121.549132,25.039254,"https://www.google.com.tw/maps/dir//25.039254,121.549132"
大安區,敦化南路,1段200號,121.548518,25.042124,"https://www.google.com.tw/maps/dir//25.042124,121.548518"
大安區,敦化南路,1段200號(站),121.548739,25.042349,"https://www.google.com.tw/maps/dir//25.042349,121.548739"
大安區,敦化南路,1段226號,121.548503,25.040943,"https://www.google.com.tw/maps/dir//25.040943,121.548503"
大安區,敦化南路,1段262號(站),121.548718,25.039014,"https://www.google.com.tw/maps/dir//25.039014,121.548718"
大安區,敦化南路,1段262號右,121.548544,25.039079,"https://www.google.com.tw/maps/dir//25.039079,121.548544"
大安區,忠孝東路,三段276巷口,121.542385,25.0415009,"https://www.google.com.tw/maps/dir//25.0415009,121.542385"
大安區,忠孝東路,三段287號前,121.542863,25.0417731,"https://www.google.com.tw/maps/dir//25.0417731,121.542863"
大安區,忠孝東路,三段279號前,121.542573,25.0417803,"https://www.google.com.tw/maps/dir//25.0417803,121.542573"
大安區,建國南路,一段200號對面,121.537587,25.039795,"https://www.google.com.tw/maps/dir//25.039795,121.537587"
大安區,仁愛路,三段22號(二),121.534473,25.0380083,"https://www.google.com.tw/maps/dir//25.0380083,121.534473"
